MAXIMUM_TEMPERATURE;MINIMUM_TEMPERATURE;CALCULATED_RADIATION;RAINFALL;WINDSPEED;HUMMAX;E0;ES0;ET0
28;15.5;27900;0.2;;93;;;6.44
31;17.5;27000;0;;93;;;7.06
34.5;17;25700;0;;94;;;7.67
29;19;27400;0;;95;;;6.81
26.5;15.5;27600;0;;94;;;6.11
30;14.5;27700;0.2;;96;;;6.81
33.5;17;27200;0.2;;94;;;7.6
31.5;16.5;20500;0;;93;;;5.99
29;15.5;26900;0;;93;;;6.18
31.5;14.5;21000;0;;82;;;5.57
31;18;26200;0;;92;;;6.86
29.5;17;26700;0;;93;;;6.9
27;17.5;26400;0.2;;94;;;6.22
24;14.5;24800;0;;94;;;5.38
30;15;25900;0;;83;;;6.86
30;16;26200;0;;91;;;6.95
29.5;16.5;26100;0;;90;;;6.8
31;15;25800;0;;92;;;6.85
31;16;23200;0;;93;;;6.37
29.5;18;18900;0;;93;;;5.64
29;16;24100;0;;93;;;6.09
32.5;17.5;22700;0;;93;;;6.82
35;17.5;24100;0;;80;;;7.49
28.5;17.5;24000;0;;92;;;5.86
28;15;24400;0;;94;;;5.92
31;15;25000;0;;92;;;6.8
33;15.5;24500;0;;85;;;7.19
29.5;18;24000;0;;93;;;6.05
31.5;16.5;24200;0;;93;;;6.66
32;19.5;23800;0;;93;;;6.63
31;18;24500;0;;94;;;6.52
31;16;22800;0;;94;;;6.32
29.5;17.5;14600;2;;94;;;4.4
28;17;22100;0;;94;;;5.5
29;17;23000;0;;94;;;5.6
29;15.5;23200;0;;94;;;5.58
29;18;23700;0;;94;;;5.94
29.5;16.5;21200;0;;95;;;5.43
31.5;17;20000;0;;95;;;5.41
30;17.5;20500;0;;92;;;5.47
28.5;18;22300;0;;89;;;5.71
28;16.5;11300;0;;93;;;3.74
28;16;21800;0;;94;;;5.12
29;16.5;20400;0;;94;;;5.25
29.5;17;19100;0;;94;;;5.08
30.5;17;20400;0;;94;;;5.44
31.5;18;20300;0;;93;;;5.65
31;19;16400;11.2;;93;;;4.92
27;20;15800;28;;93;;;3.97
25.5;18;11300;0;;93;;;3.17
25;18;15900;0;;94;;;3.99
23;17;16500;7;;94;;;3.86
24;18.5;9100;1.6;;92;;;2.71
24.5;16;14500;3.6;;94;;;3.66
24.5;14.5;20000;0;;94;;;4.41
25;12.5;19300;0;;94;;;4.38
25;15;14500;0;;94;;;3.65
26;14.5;14000;0;;94;;;3.7
26;16;18500;0;;95;;;4.27
25.5;15;16800;0;;96;;;3.97
28;13;18200;0;;94;;;4.82
28;15;17400;0;;92;;;4.6
27;13.5;18500;0;;94;;;4.6
27.5;14;13200;0;;93;;;3.98
29.5;18;13600;0;;94;;;3.76
27.5;16.5;16900;0;;94;;;4.16
27.5;14.5;18100;0;;95;;;4.17
25;13;18100;0;;94;;;4.05
26;12;18400;0;;93;;;4.81
24.5;10.5;12500;0.8;;93;;;3.59
24;12;18000;0;;93;;;3.93
24;11;11400;0;;94;;;2.65
23;13.5;14500;1;;94;;;3.31
22;12;16200;0;;95;;;3.52
21;12;13700;1;;94;;;3.04
23;8.5;17100;0.2;;93;;;4.04
27;14;11000;0;;84;;;3.03
25;17;4900;0;;94;;;2.26
24;12;15600;0;;94;;;3.25
26;11;16500;0;;94;;;4.08
26;11;15300;0;;96;;;3.69
22.5;12;6400;0;;94;;;2.54
22;8.5;13800;0;;95;;;3.03
16.5;13;3800;3.2;;95;;;1.16
18;8;6500;0;;95;;;1.74
22;6.5;10300;0;;95;;;3.33
22.5;9;12900;0;;92;;;2.96
31;18;11000;0;;93;;;3.46
32.5;19;9800;0;;91;;;4.1
28;17;6200;0;;93;;;3.01
25;16;10900;0;;93;;;3.01
24;12;14400;0;;85;;;3.65
23;9;14200;0;;93;;;3.42
25;8;13900;0;;92;;;3.69
24.5;9;13700;0;;94;;;3.44
24;9;13400;0;;95;;;3.17
23;7;13300;0;;95;;;2.94
22.5;9.5;10500;0;;95;;;2.52
22.5;11;8700;0;;94;;;1.96
25;13.5;6400;0;;94;;;2.68
21.5;7.5;5500;9.8;;94;;;1.72
16;8;3400;0;;96;;;1.31
15;10;3900;2.8;;95;;;1.68
15;15;7100;4.8;;71;;;2
18.5;14;8700;2.4;;91;;;2.06
19;10.5;9400;4.8;;95;;;1.97
17;7;11600;4.6;;93;;;2.12
17;6;6200;6.2;;95;;;1.55
17;12;5100;1.8;;95;;;1.4
19.5;12.5;11100;0;;92;;;2.07
19.5;11;6300;0;;92;;;1.79
23;12.5;9300;0;;94;;;2.16
21;11;6100;0.4;;94;;;1.81
17;11;3300;8;;95;;;0.94
21;9;10700;0.2;;95;;;1.98
22;11;8800;0;;95;;;1.89
22;14.5;8000;0;;91;;;2.04
21.5;15;9500;0;;89;;;2.08
14.5;8;2100;6;;95;;;1.03
18;8;7300;6.6;;95;;;1.64
19.5;6.5;9700;3.4;;95;;;2.1
19;8;8900;0;;95;;;1.94
17.5;7;6400;0;;96;;;1.76
14;7.5;10400;0.2;;87;;;1.81
16.5;2;10700;0;;93;;;2.17
17;0;9600;0;;94;;;1.75
17.5;2.5;9600;0;;94;;;1.53
17;6;4400;0;;94;;;1.62
20;8;9000;0.2;;93;;;1.87
18;12;3400;0;;94;;;1.34
20;13;4900;0;;94;;;1.58
18;12.5;9600;0;;91;;;1.68
19.5;9;7500;0;;93;;;2.01
19.5;6.5;9700;0;;94;;;1.85
18;5;7800;0;;95;;;1.48
15;7;4300;0;;95;;;0.9
16.5;6;6600;0;;95;;;1.58
19;7;8400;0;;94;;;1.84
16.5;10;4100;0;;91;;;1.52
18;7.5;8600;0;;93;;;1.73
18.5;5.5;8900;0;;94;;;2.02
16;4;8100;0;;95;;;1.86
17.5;5;9500;0;;91;;;1.91
17.5;9;2800;0;;95;;;1.31
13.5;9.5;1800;0;;95;;;0.93
14;9;2300;0;;95;;;1.16
19.5;6;7800;0;;95;;;1.67
18.5;3;9500;0;;95;;;1.38
18;8.5;8100;0;;95;;;1.46
17;7;5500;0;;95;;;1.31
18;7;9000;0;;95;;;1.54
15;7.5;2700;0;;93;;;1.02
20;3.5;10200;0;;94;;;2.48
16.5;2;9700;0;;94;;;1.84
12;2;10200;0;;90;;;1.81
14;0.5;10100;0;;94;;;1.82
15;2;10000;0;;94;;;1.71
15;3;9800;0;;96;;;1.94
15;5;7900;0.6;;96;;;1.32
13.5;1.5;5600;0;;96;;;1.17
13.5;3;7100;0.2;;92;;;0.65
10;-0.5;10700;0;;80;;;1.68
12;-1;9000;0;;95;;;2.09
13;-1;6600;0.2;;95;;;2.33
13.5;1;9800;0;;95;;;0.82
12.5;3;4700;2.2;;96;;;0.74
14;2;10700;3;;96;;;0.6
14;2;4400;0.6;;96;;;0.96
13.5;8;2100;7.4;;95;;;0.94
11;3;5100;7.4;;95;;;1.01
5.5;2.5;1900;0;;96;;;0.94
12;1;7200;12.6;;92;;;1.47
6;0;2400;0;;92;;;2.26
9.5;6;5900;0;;87;;;1.17
13;5;9700;0;;92;;;0.8
13.5;5;6300;0;;93;;;1.47
14.5;8;2400;7.6;;94;;;1.81
16;6.5;6300;0;;94;;;1.43
17;8;7400;0;;96;;;1.51
15.5;5;9700;0;;93;;;1.14
15.5;4;9700;0;;96;;;1.86
16.5;4;11000;0.2;;96;;;2.1
15;5;5200;0;;94;;;1.48
17;7;6200;2;;95;;;1.54
17;5;12800;0;;95;;;1.36
16.5;4;9800;0.4;;96;;;1.14
17.5;5.5;11800;0;;94;;;1.24
20;3.5;11100;0;;94;;;1.04
18;6.5;10700;0;;93;;;1.67
15;6;3500;0;;94;;;2.16
16;11;4700;0;;95;;;1.25
15;10;2100;19.6;;95;;;1.72
12;8.5;3100;14.4;;95;;;1.65
17;9;11900;6.4;;96;;;1.1
11;6;2400;2.6;;96;;;1.26
12;6;4300;7.8;;96;;;1.52
17.5;6;13700;1.6;;95;;;1.52
16.5;5;11600;0;;96;;;1.25
17.5;7.5;12200;0;;93;;;1.41
17;13;10200;0;;78;;;2.25
17.5;11;7500;0;;92;;;1.82
20;8;13700;0;;96;;;1.19
18;5.5;14400;0;;96;;;1.19
17;6;14900;0;;96;;;1.39
16.5;4.5;13400;0;;96;;;1.68
18;6.5;16200;0;;90;;;1.14
18;2;13500;0;;93;;;0.77
18;6;12600;0;;94;;;1.61
19.5;9;13700;0;;94;;;0.96
19;7;11600;0;;94;;;1.6
22;11.5;7500;0;;92;;;1.45
18;10;12800;0;;82;;;0.94
20;7;14100;0;;93;;;2.13
17;2;17300;0;;94;;;2.04
16;8;8200;0;;95;;;1.62
16;3;17200;0;;94;;;2.47
15.5;1.5;12800;0;;96;;;2.92
20.5;8;17900;0;;96;;;2.34
15;8.5;12600;12;;94;;;1.32
15;6.5;15000;5.2;;95;;;1.3
16.5;8;7700;1.2;;96;;;2.11
15.5;12;11400;0.4;;77;;;1.64
19;3.5;19300;0;;93;;;1.54
18;2;13000;0;;94;;;2.82
20;7.5;18200;0;;95;;;3.27
20.5;2.5;19600;0;;95;;;2.37
18;4.5;18900;0;;95;;;3.6
22;7;16500;0;;93;;;2.55
20;6;19700;0;;94;;;2.67
19;4;20100;0;;95;;;2.43
19;3.5;20400;0;;93;;;1.63
18;3;20800;0;;95;;;2.66
16;2;11600;0;;95;;;3.04
18.5;7;14700;0;;95;;;3.38
20;9;19800;0;;95;;;2.55
20.5;10;18800;0;;94;;;1.58
18.5;8.5;11500;0;;94;;;2.88
23;8;17700;0;;94;;;2.4
23;15;20900;0;;87;;;3.12
17;6;8600;5.2;;93;;;2.87
19;5;22900;0;;95;;;2.21
20.5;5;21900;0;;94;;;2.85
20;5;23000;0;;90;;;2.14
20;3.5;22900;0;;94;;;3.77
20.5;5;23000;0;;95;;;2.17
24;7;21800;0;;94;;;3.97
21;7;14100;15;;94;;;3.82
16;11;8200;22.2;;94;;;4.16
21.5;7.5;14600;0;;95;;;3.71
20;7;22400;0;;95;;;4.01
19;7;23100;0;;94;;;3.44
18;7;13200;0;;94;;;4.07
21;8;20900;0;;93;;;6.21
21.5;8;22600;0;;94;;;3.7
22;7;23700;0;;94;;;2.5
22.5;7;24500;0;;93;;;2.61
21;4;21200;0;;94;;;2.73
20;7;24100;0;;94;;;3.51
20;9;24700;0;;6.5;;;4
21.5;6.5;23900;0;;95;;;6.3
22.5;8;20900;0;;94;;;5.21
20;11;20200;0;;94;;;3.87
19;10;23700;0;;93;;;4
20;7;24600;0;;94;;;3.27
19;6.5;22100;0;;94;;;4.06
18;3.5;24600;0;;90;;;3.25
19.5;3;23800;0;;87;;;4.69
18;0;26600;0;;94;;;4.65
19;2;26500;0;;94;;;4.89
24;4.5;26400;0;;92;;;4.62
24;7;25400;0;;94;;;5.12
26;13;18900;2.5;;91;;;3.44
25;13;18300;0.6;;94;;;3.85
16.5;5;10700;0.4;;93;;;4.73
18.5;1.5;27700;0;;95;;;5.01
20;4;27400;0;;94;;;3.92
18.5;6;18800;0;;92;;;0.75
20.5;4;27300;0;;94;;;0.99
23;6;27600;0;;90;;;1.59
27;6.5;27100;0;;94;;;3.07
29.5;8.5;23200;0;;92;;;1.69
22;11;10500;0;;95;;;3.65
21;10;28600;0;;95;;;3.92
19;11;17500;0;;93;;;2.25
20.5;9;27600;0;;94;;;2.28
29;8;23200;0;;93;;;2.18
25.5;15;13600;0;;93;;;5.02
22.5;15;18500;0;;94;;;5.03
23.5;13;27000;0;;94;;;3.21
27;11;27700;0;;94;;;3.66
26;9.5;29000;0;;94;;;2.52
28;10;24400;0;;93;;;3.46
26;13;28800;0;;92;;;4.32
28;14.5;23300;0;;92;;;4.82
24;12;27400;0;;92;;;5.32
20;9;27200;0;;94;;;4.22
22;12.5;29700;0;;92;;;1.65
25.5;11;27100;0;;93;;;2.82
27;13;28300;0;;92;;;5.3
27;11.5;29000;0;;92;;;5.65
25;17;27800;0;;94;;;6
28;16;28800;0;;94;;;6.22
27;15;29000;0;;94;;;6.15
29;15;29500;0;;94;;;3.02
31.5;14;29300;0;;90;;;6.34
30;14;29300;0;;92;;;5.15
28.5;15;15900;0;;92;;;5.16
29;14;28600;0;;92;;;5.74
28;16.5;28800;0;;92;;;5.92
29.5;17.5;29100;0;;92;;;4.86
28.5;17;26200;0;;92;;;4.55
24;17;6100;1.8;;91;;;5.62
25.5;17;24700;0;;93;;;3.6
24.5;14;30500;0;;93;;;2.21
25;11;30400;0;;92;;;4.28
29.5;15;30100;0;;92;;;6.05
27;14;27200;0;;94;;;7.05
30;15;29600;0;;94;;;6.05
31;16.5;29500;0;;93;;;5.33
32.5;17.5;29700;0;;92;;;4.21
34;18;29200;0;;92;;;6.4
33;18.5;28900;0;;92;;;5.47
32.5;18.5;28600;0;;93;;;6.26
29;20;29400;0;;94;;;6.05
32.5;18;23500;0;;94;;;5.95
30;18.5;29500;0;;92;;;7.11
30.5;19;29500;0;;94;;;4.61
33;19;29300;0;;93;;;5.71
31;18;29300;0;;93;;;6.1
31;19.5;28100;0;;92;;;6.31
31;18;28300;0;;94;;;5.11
32.5;18;28400;0;;94;;;6.28
39;19;26700;0;;93;;;6.63
31;25;28400;0;;91;;;6.93
30.5;24.5;19900;0.2;;90;;;5.62
29;21.5;23600;0;;93;;;6.84
28;15;7300;2;;94;;;7.2
25.5;14;29800;0;;94;;;8.18
23;18;23900;4.4;;90;;;4.41
27;14.5;29600;0;;94;;;6.49
32;15;29500;0;;94;;;5.85
35;18;29800;0;;90;;;6.42
37;19;29900;0;;82;;;6.33
36;19;28500;0;;79;;;6.3
36;18;28800;0;;82;;;6.69
38;18;22100;0;;93;;;6.53
31.5;17;29000;0;;95;;;6.37
36.5;19;27800;0;;90;;;6.22
33.5;18;29100;0;;93;;;6.56
29.5;19.5;28700;0;;94;;;6.75
28.5;18;29400;0;;93;;;7.73
28;17;29200;0;;94;;;6.24
33;17;28300;0;;94;;;4.31
32;17;28800;0;;90;;;6.37
31;17;28300;0;;90;;;6.36
34.5;19;27900;0;;92;;;6.92
36;20;27500;0;;90;;;6.41
34;21;26100;0;;94;;;7.46
32.5;22;26200;0;;94;;;4.71
34;20.5;24300;0.8;;94;;;5.55
28.5;23;27400;0.8;;93;;;6.04
26;20.5;19400;0;;85;;;6.28
25.5;18;23800;0;;91;;;6.34
26.5;17;24000;0;;93;;;6.51
30;19;26400;0;;94;;;6.12
35.5;17;26700;0;;94;;;6.63
39.5;18.5;26500;0;;84;;;6.71
40;23.5;26700;0;;65;;;5.79
41;24;25000;0;;68;;;6.67
40;22;25700;0;;75;;;6.45
42;23;25700;0;;70;;;6.36
41.5;23;24100;0;;93;;;3.69
35;20.5;25600;0;;94;;;4.15
37;21;26400;0;;94;;;5.61
36.5;21;26100;0;;92;;;4.34
38;19;24800;0;;90;;;5.81
35;21;23600;0;;92;;;6.35
28;23;22800;0;;94;;;6.22
26;15;26600;0.2;;92;;;5.81
25.5;16;26700;0;;90;;;6.08
30;13;25000;0;;94;;;6.26
32.5;15.5;26300;0;;90;;;3.49
35;18;24500;0;;87;;;5.27
37;18;25000;0;;91;;;5.73
34;19;24000;0;;94;;;5.69
32.5;18;25000;0;;93;;;3.45
32;17;22400;0;;94;;;3.41
27.5;16;25000;0;;93;;;4.01
31;15;25000;0;;93;;;3.42
32;16.5;25200;0;;90;;;3.69
31;15.5;24900;0;;93;;;2.63
31.5;17;24200;0;;93;;;4.69
36;18;23800;0;;85;;;4.55
37.5;20;24000;0;;87;;;4.97
36;19;23600;0;;85;;;4.92
36;19;20800;0;;92;;;5.12
36;17;23400;0;;92;;;5.04
35;19;23700;0;;87;;;5
35;19;14900;0;;92;;;4.54
30;19.5;22000;0.4;;93;;;4.45
26;17;21900;0;;93;;;4.87
26;20;17100;0;;88;;;4.64
28;19;17300;0;;93;;;4.79
29;16.5;22900;0;;94;;;5.33
29;16;19800;0;;95;;;4.8
25.5;16;21800;0;;94;;;3.33
25;14.5;16500;0;;93;;;4.49
28.5;15;20200;0;;93;;;4.34
21;17;4200;4;;95;;;3.27
25;20;13800;14.2;;80;;;4.96
26;16;19700;0;;92;;;4.5
25.5;13;21100;0;;94;;;3.13
29;14;21800;0;;94;;;4.33
29;13;19200;0;;94;;;4.23
26.5;13;17700;0.2;;95;;;3.37
24.5;13;20300;0;;94;;;4.07
27;11;21200;0;;93;;;1.69
22;14;19300;17.4;;93;;;2.8
22;11.5;19300;0;;91;;;3.44
25;10;21100;0;;94;;;4.53
28;12;20200;0;;90;;;4.16
27;13;15600;0;;93;;;3.94
26;13;19300;0;;94;;;3.98
26;13;15700;0;;95;;;4.1
25;15;12900;28.2;;95;;;6.59
26.5;14;19200;0;;92;;;3.55
25.5;13;19100;0;;93;;;3.81
27;13.5;18900;0;;93;;;3.28
26;12.5;18600;0;;94;;;2.9
22.5;15;7100;0;;94;;;3.27
27;14;15200;0;;95;;;3.24
26.5;14.5;17800;13.2;;93;;;2.54
27.5;14;17900;0;;94;;;2.41
26;14.5;17400;0;;94;;;1.3
24;14.5;15300;0;;94;;;2.46
23.5;10;17900;0;;90;;;2.67
23;7;16200;0;;90;;;3.51
22.5;14.5;11500;0;;94;;;2.4
24;12;14500;0;;93;;;2.09
24.5;12;16100;0;;94;;;3.61
23.5;10;17200;0;;95;;;3.66
25;10;16400;0;;95;;;3.14
25.5;12;16600;0;;95;;;3.1
26.5;11.5;16500;0;;95;;;2.13
27;14;16500;0;;92;;;2.69
27.5;11.5;16300;0;;93;;;1.81
28;11;15800;0;;94;;;2.79
27.5;14;12800;0;;91;;;2.87
28.5;16.5;10200;0;;94;;;2.22
26;14;14400;0;;95;;;2.25
21.5;15.5;9000;0;;95;;;3.12
21;12.5;15200;2.2;;85;;;2.54
22;7;15100;0;;93;;;2.12
25;4;15100;0;;93;;;1.65
24.5;7;14300;0;;93;;;2.16
24;8.5;10400;0;;94;;;2.56
25;14;14400;0;;91;;;2.03
20.5;12;12600;0;;89;;;3.2
20;13;6000;0;;92;;;2.19
23;13;10300;0;;92;;;2.37
24.5;12;13100;0;;90;;;2.32
24;9;12900;0;;92;;;0.94
25;10;12700;0;;92;;;1.29
25.5;13;9700;0;;90;;;1.15
19.5;13.5;7000;21.5;;92;;;1.44
15;9.5;7000;0;;93;;;0.96
16;9;8700;26.2;;94;;;1.62
18;9;11600;6.4;;92;;;1.6
16;9;4800;0;;92;;;2.1
18;6.5;12700;1;;95;;;1.27
20;7;11800;0;;94;;;1.43
19.5;7.5;7600;0.8;;94;;;1.98
13;6.5;6600;4.2;;93;;;1.95
14;5;8500;0;;92;;;1.65
16;9;5700;0;;93;;;94
18;7;11200;0;;92;;;3.27
18;5;11300;0;;94;;;3.24
18;5;11000;0;;94;;;2.54
16;4;6800;0;;94;;;2.41
17.5;7.5;7100;0;;93;;;1.3
19;5;9900;0;;95;;;2.46
20.5;8;11000;0;;94;;;2.67
21;6;9800;0;;94;;;3.51
18;5;9600;0;;94;;;2.4
19;11;7100;0;;93;;;2.09
15;11.5;9800;0;;78;;;3.61
16;5;10900;0;;87;;;3.66
15.5;3;7700;0;;90;;;3.14
11;7.5;800;16.4;;94;;;3.1
12;5.5;6300;0.2;;94;;;2.13
14;3.5;7800;0;;94;;;2.69
10.5;2;5500;0;;94;;;1.81
12.5;2;10200;0;;94;;;2.79
13;3.9;6000;31;;95;;;2.87
14.2;3.9;6400;0;;94;;;2.22
15;2.6;6500;0;;94;;;2.25
17;3.9;9900;0;;93;;;3.12
14.5;6.9;4200;0;;94;;;2.54
11.6;3.6;5600;0;;93;;;2.12
15;3.2;1300;0;;94;;;1.65
18.8;12.2;3000;9;;92;;;2.16
16;10.2;2600;0;;94;;;2.56
14.8;5.6;9500;6.8;;94;;;2.03
15.2;5.5;2800;0;;93;;;3.2
15.2;9.8;1000;0.8;;94;;;2.19
13.2;7.2;6600;0;;93;;;2.37
9.8;3.8;3300;0;;93;;;2.32
12.4;1.9;7700;26;;94;;;0.94
10.9;6.2;3300;1;;94;;;1.29
10;2;4300;0;;90;;;1.15
10.6;1.2;9900;0.2;;92;;;1.44
14.6;-1.8;8600;0;;95;;;0.96
18;-0.9;9800;0;;95;;;1.62
15.4;0;9700;0;;94;;;1.6
17;5.8;8100;0;;95;;;2.1
15.2;7.9;5100;0;;94;;;1.27
11.8;7.8;1700;16.2;;95;;;1.43
11;7.8;8200;18.4;;76;;;1.98
12;9;4400;0;;87;;;1.95
17;10.2;5100;2.4;;91;;;1.65
18.4;7;9300;0.2;;92;;;94
14.2;9.8;7200;1;;92;;;1.71
18.4;12.6;2900;0;;85;;;1.94
19;11.8;4700;0;;93;;;1.32
17.9;8.4;7700;0;;94;;;1.17
20.6;6.8;2700;0;;94;;;0.65
21;7.2;9200;0;;94;;;1.68
19.2;11.2;4300;0;;86;;;2.09
16.4;5;5200;0;;88;;;2.33
15;3.8;7000;0.2;;94;;;0.82
11.6;8.8;5200;14.6;;95;;;0.74
11.2;6;3100;8.4;;94;;;0.6
16.4;4;6000;0;;94;;;0.96
16.6;4.8;9800;0;;94;;;0.94
15.4;4.9;7100;0;;93;;;1.01
15.8;7.2;8800;0;;95;;;0.94
16.8;12.4;8700;0.2;;93;;;1.47
15.4;4.6;9900;0;;94;;;2.26
15;5.8;9100;0;;93;;;1.17
14.2;7;3900;0;;94;;;0.8
18;9;11100;3;;93;;;1.47
18;12.2;9900;0;;93;;;1.81
17.6;10.2;11100;0;;95;;;1.43
16.6;10;10000;0;;94;;;1.51
18.8;6;4400;0;;94;;;1.14
18;8.2;12000;0;;94;;;1.86
19.6;8.8;10900;0;;94;;;2.1
20.2;9;7400;0;;94;;;1.48
18.2;4;7600;0;;93;;;1.54
16.6;1.6;12200;0;;95;;;1.36
16;2;11200;0;;95;;;1.14
15.4;1.6;12400;0;;95;;;1.24
15.4;1.6;6300;13.4;;95;;;1.04
17;8.2;7100;13.2;;95;;;1.67
12.1;6.2;8800;0;;94;;;2.16
13.8;3;8600;11.2;;95;;;1.25
15.6;4.9;7800;0;;94;;;1.72
15.2;4.8;12800;11.4;;95;;;1.65
13.6;7;7500;0;;94;;;1.1
14;3.6;10700;1;;95;;;1.26
15;4;13400;0;;94;;;1.52
14.6;2;13900;0;;95;;;1.52
11.6;0.6;8400;5.4;;95;;;1.25
14.2;8.4;6000;1.4;;95;;;1.41
11.8;7.2;11800;3.8;;87;;;2.25
13.8;6.6;10600;0.2;;94;;;1.82
13.4;0.6;8100;0;;94;;;1.19
15;8.2;7000;0;;95;;;1.19
17.4;8;8600;0;;95;;;1.39
15;9.4;11700;1.5;;95;;;1.68
13.6;5.4;6900;1.5;;95;;;1.14
10;2;4100;6.6;;95;;;0.77
13.4;0.4;11300;16.4;;95;;;1.61
9.6;5.2;5100;2.4;;95;;;0.96
13.8;0.4;13100;0;;95;;;1.6
13;4.6;8100;0;;94;;;1.45
10.2;2.8;5300;11.4;;95;;;0.94
12;4.6;16100;0;;91;;;2.13
11.2;3;16800;0.6;;93;;;2.04
12.2;4.6;5900;0;;93;;;1.62
19.8;8.6;7400;1;;94;;;2.47
16.6;11;12700;0;;94;;;2.92
18;9.8;11800;0;;95;;;2.34
13.9;7.6;3400;13.6;;95;;;1.32
14.8;9.2;6200;18.5;;96;;;1.3
15.8;7.2;12100;0;;96;;;2.11
14;9.6;8100;7;;94;;;1.64
15;4.4;9000;0;;96;;;1.54
18.8;9.6;18800;0;;94;;;2.82
22;8.6;18100;2;;94;;;3.27
18;13.4;4200;0;;93;;;2.37
17;12.8;18700;0;;94;;;3.6
17.4;7.2;16900;0;;95;;;2.55
17.4;5;19100;0;;95;;;2.67
20.4;9.4;7900;11.6;;95;;;2.43
17;11.4;7400;0;;95;;;1.63
16;9;15200;0;;95;;;2.66
14.2;8.8;14600;17.5;;94;;;3.04
15.2;8.2;16800;16;;93;;;3.38
13.8;7.8;10800;17.3;;95;;;2.55
11.4;6.8;6300;5.6;;94;;;1.58
13;7;11000;0;;84;;;2.88
15;3.4;14300;0;;93;;;2.4
15.8;2.6;14300;7.4;;95;;;3.12
14.6;6.2;11500;0;;94;;;2.87
16.2;4.8;13300;0;;94;;;2.21
16.2;3.6;17100;2.6;;95;;;2.85
18;11.4;10600;0;;95;;;2.14
21;7.6;21500;0;;95;;;3.77
20.9;9.2;8200;0;;95;;;2.17
16;9.6;14900;9.8;;91;;;3.97
16;6;21300;0;;93;;;3.82
21.6;3.4;23100;0.2;;94;;;4.16
22.6;11.9;13600;0;;94;;;3.71
23.8;11.6;19700;0;;95;;;4.01
19.6;9.4;20400;0;;96;;;3.44
21.9;3.4;23900;0;;96;;;4.07
24.4;9.8;22700;0;;86;;;6.21
20;10.9;10200;28.8;;94;;;3.7
17.6;7.4;13300;0;;96;;;2.5
19.6;9.2;12600;0;;95;;;2.61
19;11.4;11500;0;;93;;;2.73
18;10.2;15500;0;;95;;;3.51
21.6;7.4;19400;0;;95;;;4
21.4;14;9300;0;;86;;;6.3
24.2;14;22500;0.6;;90;;;5.21
19.8;11.4;22400;0;;95;;;3.87
21;10.8;22400;0;;95;;;4
24.2;10.8;14800;4.8;;95;;;3.27
24.2;9;21600;0;;95;;;4.06
24.6;10.6;15600;1;;94;;;3.25
24.2;9.6;25000;0;;95;;;4.69
25.4;11.8;24700;1;;95;;;4.65
25.6;10.8;25300;0;;95;;;4.89
28;10.8;23800;0;;94;;;4.62
29;11.6;22100;0;;94;;;5.12
26;13.2;16400;0;;91;;;3.44
24;11.6;17800;0;;94;;;3.85
24.4;14.2;23500;0;;95;;;4.73
25.4;12.8;23500;0;;95;;;5.01
26;9;20000;0;;94;;;3.92
14;11;1600;110;;95;;;0.75
16;13;3100;25.4;;95;;;0.99
16.8;12.8;4900;15.2;;95;;;1.59
22.2;14.2;13800;0;;95;;;3.07
18.6;14.2;7400;20;;95;;;1.69
22.4;12.6;18600;0;;95;;;3.65
22;14;20400;0;;97;;;3.92
20.6;14.6;9900;0.4;;97;;;2.25
20.8;16;9000;1.4;;95;;;2.28
21;15.4;8600;0;;96;;;2.18
22;12;26900;0;;99;;;5.02
24.7;9;28200;0;;98;;;5.03
21.7;10.8;13400;2.8;;96;;;3.21
18;11;20000;5.4;;94;;;3.66
17.8;8.8;11600;10.5;;95;;;2.52
20;11.2;18000;3.6;;96;;;3.46
22.4;12.8;22900;0;;96;;;4.32
22.4;17;24000;0;;95;;;4.82
23;13.2;26900;0;;95;;;5.32
24.4;13;20200;0;;96;;;4.22
20.2;15;6600;4.6;;96;;;1.65
21.2;13.8;12400;14.6;;96;;;2.82
22.6;14.4;28400;10.2;;96;;;5.3
26.4;12.8;29000;0;;96;;;5.65
28.9;15.8;28100;0;;95;;;6
30.2;16.2;25700;1.9;;94;;;6.22
30.4;19;19100;0;;93;;;6.15
25.2;20;10700;2.8;;96;;;3.02
30.2;18.8;22700;0;;94;;;6.34
25.4;15.6;24600;0;;95;;;5.15
26.2;14.8;24800;0;;95;;;5.16
29.2;15.2;27000;0;;95;;;5.74
30.6;15;26300;0;;95;;;5.92
29.2;17.4;16800;0;;95;;;4.86
24.6;16;20900;0.8;;95;;;4.55
26.4;13.4;27800;1.2;;95;;;5.62
25.8;17;14400;1.6;;95;;;3.6
21.8;17.4;8400;9.6;;95;;;2.21
23.8;13.4;20900;0;;95;;;4.28
27.4;14.4;28800;0;;95;;;6.05
34;17.2;27400;0;;92;;;7.05
30;19.8;21500;0;;94;;;6.05
26.6;18.2;23400;0;;95;;;5.33
25;17;16800;1.2;;95;;;4.21
25;18.6;29800;3.4;;95;;;6.4
25;15.4;26700;0;;95;;;5.47
26.2;16;29600;0;;95;;;6.26
27.2;16.8;28400;0;;95;;;6.05
26;18.4;28300;0;;94;;;5.95
33;16;29400;0;;95;;;7.11
29.8;18.2;18300;0;;93;;;4.61
31;18.8;23700;0;;95;;;5.71
28;16.8;28400;0;;95;;;6.1
